cancer_group,confounder,hugo_symbol,cancer,variable,y,n,mean,median,q1,q2,ras,codon_range,codon
single,Tumor type,NRAS,kidney cancer,Metastasis,0,445,0,0,0,0,NRAS_12,12,Codon 12
single,Tumor type,NRAS,kidney cancer,Not Applicable or Heme,0,24,0,0,0,0,NRAS_12,12,Codon 12
single,Tumor type,NRAS,kidney cancer,Primary,0,944,0,0,0,0,NRAS_12,12,Codon 12
single,Tumor type,NRAS,mature t and nk neoplasms,Metastasis,0,10,0.001,0,0,0.003,NRAS_12,12,Codon 12
single,Tumor type,NRAS,mature t and nk neoplasms,Not Applicable or Heme,0,29,0,0,0,0.003,NRAS_12,12,Codon 12
single,Tumor type,NRAS,mature t and nk neoplasms,Primary,0,187,0,0,0,0.002,NRAS_12,12,Codon 12
single,Tumor type,NRAS,cns cancer,Metastasis,0,409,0.001,0.001,0,0.003,NRAS_12,12,Codon 12
single,Tumor type,NRAS,cns cancer,Not Applicable or Heme,1,526,0.001,0.001,0,0.004,NRAS_12,12,Codon 12
single,Tumor type,NRAS,cns cancer,Primary,4,3522,0.001,0.001,0,0.002,NRAS_12,12,Codon 12
single,Tumor type,NRAS,cns cancer,Unspecified,0,108,0.001,0.001,0,0.004,NRAS_12,12,Codon 12
single,Tumor type,NRAS,prostate cancer,Metastasis,0,901,0,0,0,0,NRAS_12,12,Codon 12
single,Tumor type,NRAS,prostate cancer,Not Applicable or Heme,0,57,0,0,0,0,NRAS_12,12,Codon 12
single,Tumor type,NRAS,prostate cancer,Primary,0,1468,0,0,0,0,NRAS_12,12,Codon 12
single,Tumor type,NRAS,prostate cancer,Unspecified,0,12,0,0,0,0,NRAS_12,12,Codon 12
single,Tumor type,NRAS,anal cancer,Metastasis,0,59,0,0,0,0.004,NRAS_12,12,Codon 12
single,Tumor type,NRAS,anal cancer,Primary,0,84,0,0,0,0.004,NRAS_12,12,Codon 12
single,Tumor type,NRAS,neuroendocrine tumors,Metastasis,1,143,0.005,0.003,0,0.017,NRAS_12,12,Codon 12
single,Tumor type,NRAS,neuroendocrine tumors,Not Applicable or Heme,0,20,0.004,0.002,0,0.023,NRAS_12,12,Codon 12
single,Tumor type,NRAS,neuroendocrine tumors,Primary,0,196,0.003,0.002,0,0.011,NRAS_12,12,Codon 12
single,Tumor type,NRAS,bladder cancer,Metastasis,0,389,0.001,0,0,0.004,NRAS_12,12,Codon 12
single,Tumor type,NRAS,bladder cancer,Not Applicable or Heme,0,25,0.002,0.001,0,0.012,NRAS_12,12,Codon 12
single,Tumor type,NRAS,bladder cancer,Primary,2,1164,0.002,0.001,0,0.004,NRAS_12,12,Codon 12
single,Tumor type,NRAS,b-lymphoblastic leukemia/lymphoma,Metastasis,0,13,0.039,0.032,0,0.12,NRAS_12,12,Codon 12
single,Tumor type,NRAS,b-lymphoblastic leukemia/lymphoma,Not Applicable or Heme,13,109,0.104,0.101,0.051,0.171,NRAS_12,12,Codon 12
single,Tumor type,NRAS,b-lymphoblastic leukemia/lymphoma,Primary,2,101,0.031,0.027,0.005,0.075,NRAS_12,12,Codon 12
single,Tumor type,NRAS,b-lymphoblastic leukemia/lymphoma,Unspecified,1,25,0.048,0.043,0.005,0.127,NRAS_12,12,Codon 12
single,Tumor type,NRAS,small bowel cancer,Metastasis,0,78,0,0,0,0.002,NRAS_12,12,Codon 12
single,Tumor type,NRAS,small bowel cancer,Primary,0,128,0,0,0,0.002,NRAS_12,12,Codon 12
single,Tumor type,NRAS,sex cord stromal tumor,Metastasis,0,48,0.001,0,0,0.008,NRAS_12,12,Codon 12
single,Tumor type,NRAS,sex cord stromal tumor,Primary,0,54,0.001,0,0,0.007,NRAS_12,12,Codon 12
single,Tumor type,NRAS,bone cancer,Metastasis,0,203,0,0,0,0,NRAS_12,12,Codon 12
single,Tumor type,NRAS,bone cancer,Not Applicable or Heme,0,25,0,0,0,0,NRAS_12,12,Codon 12
single,Tumor type,NRAS,bone cancer,Primary,0,326,0,0,0,0,NRAS_12,12,Codon 12
single,Tumor type,NRAS,bone cancer,Unspecified,0,16,0,0,0,0,NRAS_12,12,Codon 12
single,Tumor type,NRAS,vaginal cancer,Metastasis,0,16,0.001,0,0,0.008,NRAS_12,12,Codon 12
single,Tumor type,NRAS,vaginal cancer,Primary,0,60,0,0,0,0.006,NRAS_12,12,Codon 12
single,Tumor type,NRAS,thymic tumor,Metastasis,0,61,0,0,0,0.005,NRAS_12,12,Codon 12
single,Tumor type,NRAS,thymic tumor,Primary,0,84,0,0,0,0.004,NRAS_12,12,Codon 12
single,Tumor type,NRAS,ampullary cancer,Metastasis,0,23,0.001,0,0,0.007,NRAS_12,12,Codon 12
single,Tumor type,NRAS,ampullary cancer,Primary,0,82,0,0,0,0.005,NRAS_12,12,Codon 12
single,Tumor type,NRAS,small cell lung cancer,Metastasis,0,207,0,0,0,0.001,NRAS_12,12,Codon 12
single,Tumor type,NRAS,small cell lung cancer,Primary,0,183,0,0,0,0.001,NRAS_12,12,Codon 12
single,Tumor type,NRAS,mesothelioma,Metastasis,0,82,0,0,0,0.002,NRAS_12,12,Codon 12
single,Tumor type,NRAS,mesothelioma,Primary,0,408,0,0,0,0.001,NRAS_12,12,Codon 12
single,Tumor type,NRAS,germ cell tumor,Metastasis,1,274,0.007,0.006,0.001,0.015,NRAS_12,12,Codon 12
single,Tumor type,NRAS,germ cell tumor,Not Applicable or Heme,0,81,0.007,0.006,0,0.017,NRAS_12,12,Codon 12
single,Tumor type,NRAS,germ cell tumor,Primary,6,517,0.009,0.009,0.004,0.019,NRAS_12,12,Codon 12
single,Tumor type,NRAS,germ cell tumor,Unspecified,0,14,0.008,0.007,0,0.026,NRAS_12,12,Codon 12
single,Tumor type,NRAS,nerve sheath tumor,Metastasis,0,16,0,0,0,0.004,NRAS_12,12,Codon 12
single,Tumor type,NRAS,nerve sheath tumor,Not Applicable or Heme,0,17,0,0,0,0.004,NRAS_12,12,Codon 12
single,Tumor type,NRAS,nerve sheath tumor,Primary,0,117,0,0,0,0.003,NRAS_12,12,Codon 12
single,Tumor type,NRAS,penile cancer,Metastasis,0,11,0.003,0,0,0.035,NRAS_12,12,Codon 12
single,Tumor type,NRAS,penile cancer,Primary,0,13,0.003,0,0,0.034,NRAS_12,12,Codon 12
single,Tumor type,NRAS,pheochromocytoma,Primary,0,18,0.003,0,0,0.034,NRAS_12,12,Codon 12
single,Tumor type,NRAS,pineal tumor,Primary,0,14,0.004,0,0,0.045,NRAS_12,12,Codon 12
single,Tumor type,NRAS,b cell lymphoma,Metastasis,2,57,0.016,0.009,0.002,0.066,NRAS_12,12,Codon 12
single,Tumor type,NRAS,b cell lymphoma,Not Applicable or Heme,0,145,0.004,0.004,0,0.013,NRAS_12,12,Codon 12
single,Tumor type,NRAS,b cell lymphoma,Primary,3,709,0.005,0.004,0.001,0.011,NRAS_12,12,Codon 12
single,Tumor type,NRAS,b cell lymphoma,Unspecified,0,51,0.005,0.004,0,0.018,NRAS_12,12,Codon 12
single,Tumor type,NRAS,non-hodgkin lymphoma,Primary,1,14,0.08,0.06,0.004,0.262,NRAS_12,12,Codon 12
single,Tumor type,NRAS,t-lymphoblastic leukemia/lymphoma,Not Applicable or Heme,2,25,0.068,0.058,0.009,0.185,NRAS_12,12,Codon 12
single,Tumor type,NRAS,t-lymphoblastic leukemia/lymphoma,Primary,0,11,0.04,0.029,0,0.15,NRAS_12,12,Codon 12
single,Tumor type,NRAS,retinoblastoma,Not Applicable or Heme,0,10,0.002,0,0,0.022,NRAS_12,12,Codon 12
single,Tumor type,NRAS,retinoblastoma,Primary,0,41,0.001,0,0,0.014,NRAS_12,12,Codon 12
single,Tumor type,NRAS,hodgkin lymphoma,Primary,0,35,0.001,0,0,0.012,NRAS_12,12,Codon 12
single,Tumor type,NRAS,lung cancer,Primary,0,17,0.003,0,0,0.032,NRAS_12,12,Codon 12
single,Tumor type,NRAS,parathyroid cancer,Primary,0,13,0.004,0,0,0.044,NRAS_12,12,Codon 12
single,Tumor type,NRAS,appendiceal cancer,Metastasis,0,174,0.002,0.001,0,0.011,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,appendiceal cancer,Not Applicable or Heme,0,10,0.005,0.002,0,0.033,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,appendiceal cancer,Primary,1,151,0.005,0.003,0,0.019,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,colorectal cancer,Metastasis,4,2352,0.002,0.002,0.001,0.004,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,colorectal cancer,Not Applicable or Heme,0,224,0.002,0.002,0,0.005,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,colorectal cancer,Primary,12,4113,0.003,0.003,0.001,0.004,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,colorectal cancer,Unspecified,0,31,0.003,0.002,0,0.007,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,cancer of unknown primary,Metastasis,0,1388,0.001,0,0,0.003,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,cancer of unknown primary,Not Applicable or Heme,1,229,0.002,0.001,0,0.011,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,cancer of unknown primary,Primary,1,311,0.002,0.001,0,0.008,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,cancer of unknown primary,Unspecified,0,60,0.002,0.001,0,0.009,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,non-small cell lung cancer,Metastasis,1,3750,0,0,0,0.001,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,non-small cell lung cancer,Not Applicable or Heme,1,223,0.001,0,0,0.007,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,non-small cell lung cancer,Primary,1,6059,0,0,0,0.001,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,non-small cell lung cancer,Unspecified,0,99,0.001,0,0,0.003,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,breast cancer,Metastasis,0,3094,0,0,0,0,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,breast cancer,Not Applicable or Heme,0,105,0,0,0,0,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,breast cancer,Primary,0,6124,0,0,0,0,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,soft tissue sarcoma,Metastasis,0,939,0,0,0,0,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,soft tissue sarcoma,Not Applicable or Heme,0,119,0,0,0,0,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,soft tissue sarcoma,Primary,0,1686,0,0,0,0,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,soft tissue sarcoma,Unspecified,0,29,0,0,0,0,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,pancreatic cancer,Metastasis,1,981,0.001,0,0,0.003,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,pancreatic cancer,Not Applicable or Heme,0,75,0.001,0,0,0.005,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,pancreatic cancer,Primary,0,1428,0,0,0,0.001,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,leukemia,Metastasis,0,15,0.006,0.005,0,0.016,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,leukemia,Not Applicable or Heme,5,923,0.005,0.005,0.002,0.01,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,leukemia,Primary,2,412,0.005,0.005,0.002,0.011,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,leukemia,Unspecified,1,217,0.005,0.005,0.001,0.011,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,melanoma,Metastasis,5,1738,0.004,0.003,0.001,0.007,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,melanoma,Not Applicable or Heme,0,188,0.004,0.003,0,0.009,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,melanoma,Primary,7,898,0.006,0.005,0.002,0.012,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,melanoma,Unspecified,0,22,0.005,0.004,0,0.019,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,head and neck cancer,Metastasis,1,731,0.001,0.001,0,0.004,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,head and neck cancer,Not Applicable or Heme,0,67,0.001,0,0,0.005,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,head and neck cancer,Primary,0,938,0,0,0,0.002,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,uterine cancer,Metastasis,1,585,0.002,0.002,0,0.005,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,uterine cancer,Not Applicable or Heme,0,76,0.002,0.002,0,0.007,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,uterine cancer,Primary,4,1541,0.002,0.002,0.001,0.005,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,uterine cancer,Unspecified,0,51,0.002,0.002,0,0.007,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,non-melanoma skin cancers,Metastasis,0,203,0,0,0,0.001,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,non-melanoma skin cancers,Not Applicable or Heme,0,22,0,0,0,0.002,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,non-melanoma skin cancers,Primary,0,287,0,0,0,0.001,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,myelodysplastic/myeloproliferative syndromes,Metastasis,0,11,0.003,0,0,0.022,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,myelodysplastic/myeloproliferative syndromes,Not Applicable or Heme,0,915,0.001,0,0,0.003,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,myelodysplastic/myeloproliferative syndromes,Primary,1,250,0.003,0.001,0,0.011,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,myelodysplastic/myeloproliferative syndromes,Unspecified,0,31,0.002,0,0,0.012,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,adrenocortical carcinoma,Metastasis,0,55,0,0,0,0.004,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,adrenocortical carcinoma,Primary,0,72,0,0,0,0.003,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,ovarian cancer,Metastasis,0,1088,0,0,0,0,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,ovarian cancer,Not Applicable or Heme,0,160,0,0,0,0,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,ovarian cancer,Primary,0,1060,0,0,0,0,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,ovarian cancer,Unspecified,0,28,0,0,0,0,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,esophagogastric cancer,Metastasis,0,462,0,0,0,0,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,esophagogastric cancer,Not Applicable or Heme,0,43,0,0,0,0,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,esophagogastric cancer,Primary,0,1283,0,0,0,0,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,esophagogastric cancer,Unspecified,0,14,0,0,0,0,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,thyroid cancer,Metastasis,0,402,0,0,0,0,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,thyroid cancer,Not Applicable or Heme,0,28,0,0,0,0,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,thyroid cancer,Primary,0,582,0,0,0,0,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,cervical cancer,Metastasis,0,136,0,0,0,0,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,cervical cancer,Not Applicable or Heme,0,12,0,0,0,0.001,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,cervical cancer,Primary,0,211,0,0,0,0,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,hepatobiliary cancer,Metastasis,0,438,0.001,0.001,0,0.004,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,hepatobiliary cancer,Not Applicable or Heme,0,34,0.002,0.001,0,0.01,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,hepatobiliary cancer,Primary,2,894,0.002,0.002,0,0.005,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,kidney cancer,Metastasis,0,445,0,0,0,0,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,kidney cancer,Not Applicable or Heme,0,24,0,0,0,0,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,kidney cancer,Primary,0,944,0,0,0,0,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,mature t and nk neoplasms,Metastasis,0,10,0.001,0,0,0.003,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,mature t and nk neoplasms,Not Applicable or Heme,0,29,0,0,0,0.003,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,mature t and nk neoplasms,Primary,0,187,0,0,0,0.002,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,cns cancer,Metastasis,0,409,0,0,0,0.002,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,cns cancer,Not Applicable or Heme,0,526,0,0,0,0.002,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,cns cancer,Primary,2,3522,0.001,0,0,0.001,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,cns cancer,Unspecified,0,108,0.001,0,0,0.003,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,prostate cancer,Metastasis,0,901,0,0,0,0,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,prostate cancer,Not Applicable or Heme,0,57,0,0,0,0,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,prostate cancer,Primary,0,1468,0,0,0,0,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,prostate cancer,Unspecified,0,12,0,0,0,0,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,anal cancer,Metastasis,0,59,0,0,0,0.004,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,anal cancer,Primary,0,84,0,0,0,0.004,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,neuroendocrine tumors,Metastasis,0,143,0,0,0,0.001,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,neuroendocrine tumors,Not Applicable or Heme,0,20,0,0,0,0.001,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,neuroendocrine tumors,Primary,0,196,0,0,0,0.001,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,bladder cancer,Metastasis,0,389,0.001,0,0,0.003,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,bladder cancer,Not Applicable or Heme,0,25,0.002,0,0,0.012,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,bladder cancer,Primary,1,1164,0.001,0.001,0,0.003,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,b-lymphoblastic leukemia/lymphoma,Metastasis,0,13,0.006,0.003,0,0.026,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,b-lymphoblastic leukemia/lymphoma,Not Applicable or Heme,1,109,0.006,0.004,0,0.022,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,b-lymphoblastic leukemia/lymphoma,Primary,0,101,0.004,0.003,0,0.016,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,b-lymphoblastic leukemia/lymphoma,Unspecified,0,25,0.005,0.003,0,0.023,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,small bowel cancer,Metastasis,0,78,0,0,0,0.002,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,small bowel cancer,Primary,0,128,0,0,0,0.002,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,sex cord stromal tumor,Metastasis,0,48,0.001,0,0,0.008,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,sex cord stromal tumor,Primary,0,54,0.001,0,0,0.007,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,bone cancer,Metastasis,0,203,0,0,0,0,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,bone cancer,Not Applicable or Heme,0,25,0,0,0,0,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,bone cancer,Primary,0,326,0,0,0,0,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,bone cancer,Unspecified,0,16,0,0,0,0,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,vaginal cancer,Metastasis,0,16,0.001,0,0,0.008,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,vaginal cancer,Primary,0,60,0,0,0,0.006,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,thymic tumor,Metastasis,0,61,0,0,0,0.005,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,thymic tumor,Primary,0,84,0,0,0,0.004,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,ampullary cancer,Metastasis,0,23,0.001,0,0,0.007,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,ampullary cancer,Primary,0,82,0,0,0,0.005,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,small cell lung cancer,Metastasis,0,207,0,0,0,0.001,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,small cell lung cancer,Primary,0,183,0,0,0,0.001,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,mesothelioma,Metastasis,0,82,0,0,0,0.002,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,mesothelioma,Primary,0,408,0,0,0,0.001,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,germ cell tumor,Metastasis,1,274,0.002,0.001,0,0.009,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,germ cell tumor,Not Applicable or Heme,0,81,0.002,0.001,0,0.007,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,germ cell tumor,Primary,0,517,0.001,0.001,0,0.004,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,germ cell tumor,Unspecified,0,14,0.002,0.001,0,0.015,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,nerve sheath tumor,Metastasis,0,16,0,0,0,0.004,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,nerve sheath tumor,Not Applicable or Heme,0,17,0,0,0,0.004,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,nerve sheath tumor,Primary,0,117,0,0,0,0.003,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,penile cancer,Metastasis,0,11,0.003,0,0,0.035,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,penile cancer,Primary,0,13,0.003,0,0,0.034,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,pheochromocytoma,Primary,0,18,0.003,0,0,0.034,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,pineal tumor,Primary,0,14,0.004,0,0,0.045,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,b cell lymphoma,Metastasis,0,57,0,0,0,0.001,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,b cell lymphoma,Not Applicable or Heme,0,145,0,0,0,0.001,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,b cell lymphoma,Primary,0,709,0,0,0,0,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,b cell lymphoma,Unspecified,0,51,0,0,0,0.001,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,non-hodgkin lymphoma,Primary,0,14,0.001,0,0,0.012,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,t-lymphoblastic leukemia/lymphoma,Not Applicable or Heme,0,25,0.002,0,0,0.024,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,t-lymphoblastic leukemia/lymphoma,Primary,0,11,0.003,0,0,0.029,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,retinoblastoma,Not Applicable or Heme,0,10,0.002,0,0,0.022,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,retinoblastoma,Primary,0,41,0.001,0,0,0.014,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,hodgkin lymphoma,Primary,0,35,0.001,0,0,0.012,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,lung cancer,Primary,0,17,0.003,0,0,0.032,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,parathyroid cancer,Primary,0,13,0.004,0,0,0.044,NRAS_12C,12C,Codon G12C
single,Tumor type,NRAS,appendiceal cancer,Metastasis,1,174,0.004,0.003,0,0.016,NRAS_13,13,Codon 13
single,Tumor type,NRAS,appendiceal cancer,Not Applicable or Heme,0,10,0.006,0.002,0,0.033,NRAS_13,13,Codon 13
single,Tumor type,NRAS,appendiceal cancer,Primary,0,151,0.003,0.002,0,0.012,NRAS_13,13,Codon 13
single,Tumor type,NRAS,colorectal cancer,Metastasis,16,2352,0.006,0.006,0.004,0.009,NRAS_13,13,Codon 13
single,Tumor type,NRAS,colorectal cancer,Not Applicable or Heme,1,224,0.005,0.005,0.002,0.011,NRAS_13,13,Codon 13
single,Tumor type,NRAS,colorectal cancer,Primary,17,4113,0.005,0.005,0.003,0.007,NRAS_13,13,Codon 13
single,Tumor type,NRAS,colorectal cancer,Unspecified,0,31,0.005,0.005,0.001,0.012,NRAS_13,13,Codon 13
single,Tumor type,NRAS,cancer of unknown primary,Metastasis,4,1388,0.003,0.003,0.001,0.006,NRAS_13,13,Codon 13
single,Tumor type,NRAS,cancer of unknown primary,Not Applicable or Heme,1,229,0.003,0.003,0.001,0.009,NRAS_13,13,Codon 13
single,Tumor type,NRAS,cancer of unknown primary,Primary,0,311,0.002,0.002,0,0.006,NRAS_13,13,Codon 13
single,Tumor type,NRAS,cancer of unknown primary,Unspecified,0,60,0.003,0.002,0,0.008,NRAS_13,13,Codon 13
single,Tumor type,NRAS,non-small cell lung cancer,Metastasis,1,3750,0,0,0,0.001,NRAS_13,13,Codon 13
single,Tumor type,NRAS,non-small cell lung cancer,Not Applicable or Heme,0,223,0,0,0,0.002,NRAS_13,13,Codon 13
single,Tumor type,NRAS,non-small cell lung cancer,Primary,3,6059,0,0,0,0.001,NRAS_13,13,Codon 13
single,Tumor type,NRAS,non-small cell lung cancer,Unspecified,0,99,0.001,0,0,0.002,NRAS_13,13,Codon 13
single,Tumor type,NRAS,breast cancer,Metastasis,1,3094,0,0,0,0.001,NRAS_13,13,Codon 13
single,Tumor type,NRAS,breast cancer,Not Applicable or Heme,0,105,0,0,0,0.003,NRAS_13,13,Codon 13
single,Tumor type,NRAS,breast cancer,Primary,0,6124,0,0,0,0,NRAS_13,13,Codon 13
single,Tumor type,NRAS,soft tissue sarcoma,Metastasis,1,939,0.001,0.001,0,0.003,NRAS_13,13,Codon 13
single,Tumor type,NRAS,soft tissue sarcoma,Not Applicable or Heme,0,119,0.001,0.001,0,0.004,NRAS_13,13,Codon 13
single,Tumor type,NRAS,soft tissue sarcoma,Primary,2,1686,0.001,0.001,0,0.003,NRAS_13,13,Codon 13
single,Tumor type,NRAS,soft tissue sarcoma,Unspecified,0,29,0.002,0.001,0,0.006,NRAS_13,13,Codon 13
single,Tumor type,NRAS,pancreatic cancer,Metastasis,1,981,0.001,0.001,0,0.003,NRAS_13,13,Codon 13
single,Tumor type,NRAS,pancreatic cancer,Not Applicable or Heme,0,75,0.001,0.001,0,0.005,NRAS_13,13,Codon 13
single,Tumor type,NRAS,pancreatic cancer,Primary,1,1428,0.001,0.001,0,0.003,NRAS_13,13,Codon 13
single,Tumor type,NRAS,leukemia,Metastasis,2,15,0.037,0.03,0.019,0.109,NRAS_13,13,Codon 13
single,Tumor type,NRAS,leukemia,Not Applicable or Heme,25,923,0.028,0.028,0.02,0.038,NRAS_13,13,Codon 13
single,Tumor type,NRAS,leukemia,Primary,10,412,0.028,0.027,0.017,0.04,NRAS_13,13,Codon 13
